Date,Streamflow(CMS),Baseflow(CMS)
2017-4-13,0.7,0.655
2017-4-14,0.7,0.605
2017-4-15,0.64,0.558
2017-4-16,0.56,0.51
2017-4-17,0.52,0.468
2017-4-18,0.52,0.436
2017-4-19,0.63,0.428
2017-4-20,0.76,0.442
2017-4-21,0.8,0.459
2017-4-22,0.76,0.466
2017-4-23,0.62,0.449
2017-4-24,0.52,0.421
2017-4-25,0.48,0.394
2017-4-26,0.41,0.362
2017-4-27,0.31,0.31
2017-4-28,0.24,0.24
2017-4-29,0.22,0.216
2017-4-30,0.19,0.19
2017-5-1,0.19,0.174
2017-5-2,0.19,0.161
2017-5-3,0.19,0.152
2017-5-4,0.19,0.145
2017-5-5,0.19,0.139
2017-5-6,0.19,0.135
2017-5-7,0.19,0.132
2017-5-8,0.19,0.13
2017-5-9,0.19,0.128
2017-5-10,0.19,0.126
2017-5-11,0.19,0.125
2017-5-12,0.19,0.124
2017-5-13,0.19,0.123
2017-5-14,0.19,0.123
2017-5-15,0.19,0.123
2017-5-16,0.19,0.123
2017-5-17,0.19,0.123
2017-5-18,0.17,0.12
2017-5-19,0.15,0.114
2017-5-20,0.15,0.11
2017-5-21,0.15,0.107
2017-5-22,0.15,0.104
2017-5-23,0.15,0.102
2017-5-24,0.15,0.101
2017-5-25,0.15,0.1
2017-5-26,0.15,0.099
2017-5-27,0.18,0.103
2017-5-28,0.19,0.107
2017-5-29,0.22,0.115
2017-5-30,0.19,0.117
2017-5-31,0.19,0.118
2017-6-1,0.19,0.119
2017-6-2,0.19,0.12
2017-6-3,0.19,0.121
2017-6-4,0.19,0.121
2017-6-5,0.19,0.121
2017-6-6,0.19,0.121
2017-6-7,0.19,0.121
2017-6-8,0.19,0.121
2017-6-9,0.19,0.121
2017-6-10,0.19,0.121
2017-6-11,0.19,0.121
2017-6-12,0.19,0.121
2017-6-13,0.19,0.121
2017-6-14,0.19,0.121
2017-6-15,0.19,0.121
2017-6-16,0.19,0.121
2017-6-17,0.19,0.121
2017-6-18,0.19,0.121
2017-6-19,0.19,0.121
2017-6-20,0.19,0.121
2017-6-21,0.19,0.121
2017-6-22,0.19,0.121
2017-6-23,0.19,0.121
2017-6-24,0.17,0.116
2017-6-25,0.15,0.109
2017-6-26,0.17,0.109
2017-6-27,6.12,1.533
2017-6-28,5.88,2.367
2017-6-29,3.72,2.372
2017-6-30,2.66,2.122
2017-7-1,2.21,1.857
2017-7-2,2.02,1.646
2017-7-3,6.18,2.51
2017-7-4,44.53,12.23
2017-7-5,21.06,12.697
2017-7-6,8.68,8.68
2017-7-7,12.38,8.397
2017-7-8,11.23,7.945
2017-7-9,12.77,8.03
2017-7-10,113.84,32.275
2017-7-11,201.05,68.326
2017-7-12,39.4,39.4
2017-7-13,23.25,23.25
2017-7-14,19.12,19.12
2017-7-15,24.85,17.917
2017-7-16,192.61,57.318
2017-7-17,56.41,49.384
2017-7-18,35.33,35.33
2017-7-19,23.38,23.38
2017-7-20,19.4,19.28
2017-7-21,17.1,16.162
2017-7-22,20.36,14.991
2017-7-23,21.96,14.641
2017-7-24,66.56,25.097
2017-7-25,49.69,27.604
2017-7-26,25.79,23.453
2017-7-27,19.47,19.342
2017-7-28,18.25,16.477
2017-7-29,18.72,14.795
2017-7-30,13.85,12.577
2017-7-31,179.59,50.858
2017-8-1,65.84,47.597
2017-8-2,27.46,27.46
2017-8-3,20.42,20.42
2017-8-4,15.43,15.43
2017-8-5,11.68,11.68
2017-8-6,9.7,9.634
2017-8-7,8.3,8.018
2017-8-8,5.79,5.79
2017-8-9,5.0,4.821
2017-8-10,9.31,5.246
2017-8-11,7.84,5.161
2017-8-12,6.04,4.677
2017-8-13,5.29,4.194
2017-8-14,6.29,4.131
2017-8-15,17.39,6.748
2017-8-16,34.18,12.405
2017-8-17,21.25,12.852
2017-8-18,17.09,12.136
2017-8-19,11.52,10.355
2017-8-20,23.95,12.215
2017-8-21,75.05,25.61
2017-8-22,95.72,38.943
2017-8-23,81.22,43.819
2017-8-24,74.46,45.253
2017-8-25,73.13,45.833
2017-8-26,35.54,35.54
2017-8-27,26.99,26.99
2017-8-28,26.94,23.344
2017-8-29,39.32,24.025
2017-8-30,22.6,20.449
2017-8-31,18.87,17.318
2017-9-1,15.91,15.371
2017-9-2,14.29,13.672
2017-9-3,12.12,12.058
2017-9-4,10.81,10.656
2017-9-5,10.09,9.511
2017-9-6,9.63,8.598
2017-9-7,9.38,7.89
2017-9-8,8.31,7.188
2017-9-9,7.92,6.61
2017-9-10,7.92,6.19
2017-9-11,10.94,6.411
2017-9-12,10.19,6.441
2017-9-13,7.65,6.019
2017-9-14,7.28,5.648
2017-9-15,6.51,5.244
2017-9-16,5.75,4.817
2017-9-17,5.53,4.468
2017-9-18,5.19,4.155
2017-9-19,6.48,4.153
2017-9-20,10.04,4.773
2017-9-21,6.7,4.641
2017-9-22,5.42,4.321
2017-9-23,4.96,4.008
2017-9-24,4.76,3.746
2017-9-25,5.28,3.646
2017-9-26,7.54,3.968
2017-9-27,7.39,4.176
2017-9-28,6.31,4.138
2017-9-29,4.98,3.879
2017-9-30,4.43,3.594
2017-10-1,4.06,3.322
2017-10-2,5.14,3.313
2017-10-3,5.41,3.354
2017-10-4,4.48,3.221
2017-10-5,4.14,3.065
2017-10-6,4.03,2.932
2017-10-7,4.03,2.836
2017-10-8,3.89,2.741
2017-10-9,3.67,2.634
2017-10-10,3.58,2.54
2017-10-11,4.0,2.545
2017-10-12,4.26,2.594
2017-10-13,4.23,2.625
2017-10-14,3.54,2.527
2017-10-15,3.37,2.426
2017-10-16,3.37,2.353
2017-10-17,3.37,2.299
2017-10-18,3.37,2.26
2017-10-19,3.37,2.232
2017-10-20,3.37,2.211
2017-10-21,3.26,2.177
2017-10-22,3.07,2.119
2017-10-23,2.96,2.058
2017-10-24,2.75,1.977
2017-10-25,2.58,1.888
2017-10-26,2.58,1.823
2017-10-27,2.58,1.776
2017-10-28,2.58,1.742
2017-10-29,2.58,1.717
2017-10-30,2.58,1.699
2017-10-31,2.58,1.686
2017-11-1,2.58,1.677
2017-11-2,2.58,1.67
2017-11-3,2.58,1.665
2017-11-4,2.58,1.661
2017-11-5,2.58,1.658
2017-11-6,2.58,1.656
2017-11-7,2.58,1.655
2017-11-8,2.58,1.654
2017-11-9,2.58,1.653
2017-11-10,2.58,1.653
2017-11-11,2.58,1.653
2017-11-12,2.58,1.653
2017-11-13,2.58,1.653
2017-11-14,2.58,1.653
2017-11-15,2.52,1.642
2017-11-16,2.41,1.615
2017-11-17,2.41,1.595
2017-11-18,2.41,1.581
2017-11-19,2.46,1.579
2017-11-20,2.58,1.599
2017-11-21,2.58,1.613
2017-11-22,2.58,1.623
2017-11-23,2.58,1.631
2017-11-24,2.69,1.656
2017-11-25,2.99,1.726
2017-11-26,9.39,2.895
2017-11-27,5.83,3.123
2017-11-28,4.33,3.027
2017-11-29,3.62,2.833
2017-11-30,3.58,2.685
2017-12-1,3.18,2.599
2017-12-2,3.16,2.523
2017-12-3,3.16,2.457
2017-12-4,3.16,2.4
2017-12-5,3.16,2.35
2017-12-6,3.16,2.307
2017-12-7,3.16,2.269
2017-12-8,3.16,2.236
2017-12-9,3.16,2.208
2017-12-10,3.16,2.183
2017-12-11,3.16,2.162
2017-12-12,2.19,2.061
2017-12-13,2.18,1.973
2017-12-14,2.3,1.907
2017-12-15,2.23,1.844
2017-12-16,2.23,1.789
2017-12-17,2.11,1.731
2017-12-18,2.07,1.677
2017-12-19,2.07,1.63
2017-12-20,2.07,1.59
2017-12-21,2.13,1.56
2017-12-22,2.23,1.542
2017-12-23,2.23,1.527
2017-12-24,2.8,1.562
2017-12-25,3.58,1.658
2017-12-26,3.18,1.708
2017-12-27,2.36,1.682
2017-12-28,2.35,1.658
2017-12-29,2.58,1.657
2017-12-30,2.58,1.656
2017-12-31,2.58,1.655
2018-1-1,2.91,1.682
2018-1-2,2.91,1.706
2018-1-3,2.71,1.71
2018-1-4,2.45,1.691
2018-1-5,2.39,1.67
2018-1-6,2.39,1.651
2018-1-7,2.39,1.635
2018-1-8,2.39,1.621
2018-1-9,2.39,1.609
2018-1-10,2.39,1.599
2018-1-11,2.39,1.59
2018-1-12,2.39,1.582
2018-1-13,2.39,1.575
2018-1-14,2.39,1.569
2018-1-15,2.39,1.564
2018-1-16,2.39,1.559
2018-1-17,2.33,1.55
2018-1-18,2.39,1.547
2018-1-19,2.39,1.545
2018-1-20,2.39,1.543
2018-1-21,2.39,1.541
2018-1-22,2.39,1.539
2018-1-23,2.39,1.538
2018-1-24,2.39,1.537
2018-1-25,2.39,1.536
2018-1-26,2.39,1.535
2018-1-27,2.39,1.534
2018-1-28,2.39,1.533
2018-1-29,2.39,1.533
2018-1-30,2.39,1.533
2018-1-31,2.39,1.533
2018-2-1,2.39,1.533
2018-2-2,2.39,1.533
2018-2-3,2.39,1.533
2018-2-4,2.39,1.533
2018-2-5,2.39,1.533
2018-2-6,2.39,1.533
2018-2-7,2.39,1.533
2018-2-8,2.39,1.533
2018-2-9,2.46,1.538
2018-2-10,2.56,1.551
2018-2-11,2.56,1.563
2018-2-12,2.56,1.573
2018-2-13,2.56,1.582
2018-2-14,2.56,1.589
2018-2-15,2.56,1.596
2018-2-16,2.56,1.602
2018-2-17,2.56,1.607
2018-2-18,2.56,1.611
2018-2-19,2.56,1.615
2018-2-20,2.54,1.616
2018-2-21,2.17,1.586
2018-2-22,2.07,1.551
2018-2-23,1.95,1.511
2018-2-24,1.92,1.474
2018-2-25,1.92,1.442
2018-2-26,1.92,1.414
2018-2-27,1.92,1.39
2018-2-28,3.8,1.528
2018-3-1,15.03,3.469
2018-3-2,5.74,3.518
2018-3-3,3.91,3.274
2018-3-4,3.05,2.957
2018-3-5,14.46,4.467
2018-3-6,10.43,4.997
2018-3-7,5.58,4.655
2018-3-8,5.74,4.42
2018-3-9,6.92,4.422
2018-3-10,5.51,4.207
2018-3-11,4.32,3.861
2018-3-12,3.99,3.547
2018-3-13,3.63,3.253
2018-3-14,3.26,2.973
2018-3-15,4.11,2.891
2018-3-16,5.91,3.105
2018-3-17,4.67,3.077
2018-3-18,3.9,2.938
2018-3-19,4.13,2.867
2018-3-20,4.72,2.904
2018-3-21,4.11,2.838
2018-3-22,3.9,2.756
2018-3-23,3.9,2.694
2018-3-24,3.8,2.631
2018-3-25,3.39,2.52
2018-3-26,3.08,2.388
2018-3-27,2.91,2.262
2018-3-28,2.83,2.154
2018-3-29,2.5,2.021
2018-3-30,1.48,1.48
2018-3-31,1.37,1.335
2018-4-1,1.49,1.244
2018-4-2,1.63,1.196
2018-4-3,1.63,1.159
2018-4-4,2.24,1.225
2018-4-5,3.0,1.392
2018-4-6,10.02,2.596
2018-4-7,6.61,2.988
2018-4-8,4.78,3.005
2018-4-9,4.04,2.904
2018-4-10,3.52,2.748
2018-4-11,3.49,2.625
2018-4-12,3.21,2.488
2018-4-13,2.64,2.297
2018-4-14,4.13,2.38
2018-4-15,5.72,2.687
2018-4-16,3.83,2.63
2018-4-17,3.71,2.569
2018-4-18,2.99,2.412
2018-4-19,2.32,2.19
2018-4-20,1.92,1.92
2018-4-21,1.85,1.743
2018-4-22,1.77,1.597
2018-4-23,13.72,3.32
2018-4-24,28.82,6.948
2018-4-25,15.02,7.587
2018-4-26,8.04,7.001
2018-4-27,5.77,5.77
2018-4-28,4.41,4.41
2018-4-29,3.42,3.42
2018-4-30,2.95,2.95
2018-5-1,2.63,2.63
2018-5-2,4.26,2.653
2018-5-3,6.33,2.988
2018-5-4,5.04,3.045
2018-5-5,3.99,2.927
2018-5-6,8.65,3.553
2018-5-7,13.28,4.739
2018-5-8,7.46,4.747
2018-5-9,5.45,4.445
2018-5-10,4.61,4.087
2018-5-11,4.33,3.771
2018-5-12,9.79,4.369
2018-5-13,25.45,7.228
2018-5-14,13.51,7.568
2018-5-15,9.34,7.187
2018-5-16,37.97,11.292
2018-5-17,58.83,17.614
2018-5-18,93.38,27.723
2018-5-19,34.23,26.328
2018-5-20,19.71,19.71
2018-5-21,14.63,14.63
2018-5-22,11.77,11.77
2018-5-23,18.51,11.788
2018-5-24,11.22,10.683
2018-5-25,7.63,7.63
2018-5-26,6.26,6.26
2018-5-27,5.32,5.32
2018-5-28,3.87,3.87
2018-5-29,4.11,3.573
2018-5-30,5.62,3.579
2018-5-31,5.81,3.612
2018-6-1,4.82,3.415
2018-6-2,3.88,3.067
2018-6-3,3.3,2.71
2018-6-4,3.22,2.467
2018-6-5,2.83,2.222
2018-6-6,2.39,1.963
2018-6-7,2.39,1.801
2018-6-8,2.39,1.7
2018-6-9,2.39,1.636
2018-6-10,2.39,1.596
2018-6-11,2.3,1.55
2018-6-12,2.23,1.504
2018-6-13,2.15,1.456
2018-6-14,2.07,1.407
2018-6-15,2.07,1.376
2018-6-16,2.03,1.347
2018-6-17,1.92,1.303
2018-6-18,2.23,1.349
2018-6-19,2.33,1.402
2018-6-20,2.16,1.395
2018-6-21,2.07,1.369
2018-6-22,2.0,1.336
2018-6-23,1.92,1.296
2018-6-24,1.92,1.271
2018-6-25,1.92,1.255
2018-6-26,54.43,13.814
2018-6-27,70.03,25.41
2018-6-28,23.28,21.479
2018-6-29,29.83,20.586
2018-6-30,16.32,16.32
2018-7-1,116.22,38.034
2018-7-2,220.95,76.694
2018-7-3,73.43,65.587
2018-7-4,32.09,32.09
2018-7-5,55.82,33.449
2018-7-6,126.64,51.251
2018-7-7,33.61,33.61
2018-7-8,22.65,22.65
2018-7-9,21.21,19.256
2018-7-10,23.93,17.782
2018-7-11,18.11,15.466
2018-7-12,16.11,13.538
2018-7-13,12.63,11.498
2018-7-14,9.85,9.556
2018-7-15,6.91,6.91
2018-7-16,6.61,5.908
2018-7-17,5.89,5.108
2018-7-18,5.25,4.454
2018-7-19,4.44,3.851
2018-7-20,3.94,3.354
2018-7-21,3.57,2.954
2018-7-22,3.29,2.637
2018-7-23,3.04,2.378
2018-7-24,2.81,2.161
2018-7-25,2.66,1.989
2018-7-26,2.56,1.858
2018-7-27,2.38,1.733
2018-7-28,2.23,1.619
2018-7-29,2.23,1.547
2018-7-30,2.23,1.502
2018-7-31,2.08,1.438
2018-8-1,1.92,1.36
2018-8-2,1.86,1.297
2018-8-3,1.72,1.224
2018-8-4,1.63,1.156
2018-8-5,1.59,1.104
2018-8-6,1.5,1.05
2018-8-7,2.0,1.136
2018-8-8,2.32,1.266
2018-8-9,3.53,1.637
2018-8-10,5.41,2.32
2018-8-11,3.03,2.178
2018-8-12,2.3,1.914
2018-8-13,2.01,1.679
2018-8-14,1.88,1.501
2018-8-15,1.66,1.337
2018-8-16,1.45,1.184
2018-8-17,1.56,1.115
2018-8-18,1.16,0.976
2018-8-19,0.62,0.62
2018-8-20,1.38,0.718
2018-8-21,0.79,0.639
2018-8-22,1.56,0.773
2018-8-23,5.1,1.705
2018-8-24,5.1,2.288
2018-8-25,4.47,2.502
2018-8-26,3.6,2.428
2018-8-27,83.11,21.412
2018-8-28,323.37,90.803
2018-8-29,141.14,90.626
2018-8-30,40.61,40.61
2018-8-31,66.64,41.373
2018-9-1,31.6,31.6
2018-9-2,21.71,21.71
2018-9-3,22.09,19.644
2018-9-4,106.58,32.895
2018-9-5,32.69,29.628
2018-9-6,23.68,23.68
2018-9-7,21.01,20.888
2018-9-8,17.0,17.0
2018-9-9,14.68,14.68
2018-9-10,10.88,10.88
2018-9-11,8.33,8.33
2018-9-12,8.2,7.489
2018-9-13,7.48,6.752
2018-9-14,6.85,6.106
2018-9-15,6.92,5.648
2018-9-16,7.43,5.404
2018-9-17,7.13,5.175
2018-9-18,6.52,4.902
2018-9-19,6.06,4.623
2018-9-20,6.52,4.5
2018-9-21,24.46,7.543
2018-9-22,20.06,8.988
2018-9-23,10.99,8.455
2018-9-24,8.54,7.639
2018-9-25,7.53,6.87
2018-9-26,6.69,6.164
2018-9-27,6.16,5.558
2018-9-28,7.34,5.323
2018-9-29,5.77,4.878
2018-9-30,5.38,4.487
2018-10-1,5.27,4.183
2018-10-2,5.04,3.922
2018-10-3,4.71,3.674
2018-10-4,4.56,3.468
2018-10-5,6.63,3.68
2018-10-6,83.35,17.23
2018-10-7,44.2,20.247
2018-10-8,19.13,18.063
2018-10-9,13.24,13.24
2018-10-10,10.94,10.94
2018-10-11,10.29,9.752
2018-10-12,9.81,8.804
2018-10-13,9.22,8.012
2018-10-14,7.94,7.212
2018-10-15,7.0,6.467
2018-10-16,6.45,5.829
2018-10-17,5.68,5.23
2018-10-18,5.27,4.723
2018-10-19,5.27,4.355
2018-10-20,5.27,4.087
2018-10-21,5.06,3.855
2018-10-22,4.68,3.62
2018-10-23,4.56,3.429
2018-10-24,4.56,3.29
2018-10-25,4.56,3.189
2018-10-26,4.56,3.115
2018-10-27,4.56,3.061
2018-10-28,5.14,3.123
2018-10-29,6.21,3.355
2018-10-30,5.17,3.342
2018-10-31,4.66,3.244
2018-11-1,4.56,3.155
2018-11-2,4.45,3.071
2018-11-3,4.33,2.989
2018-11-4,4.22,2.91
2018-11-5,4.11,2.834
2018-11-6,4.11,2.778
2018-11-7,4.11,2.738
2018-11-8,8.19,3.421
2018-11-9,24.69,6.799
2018-11-10,12.27,7.087
2018-11-11,8.4,6.62
2018-11-12,7.01,6.038
2018-11-13,6.57,5.538
2018-11-14,6.1,5.092
2018-11-15,5.77,4.71
2018-11-16,5.43,4.373
2018-11-17,5.03,4.058
2018-11-18,5.03,3.829
2018-11-19,4.91,3.642
2018-11-20,4.79,3.485
2018-11-21,4.79,3.371
2018-11-22,4.79,3.288
2018-11-23,4.79,3.227
2018-11-24,4.88,3.199
2018-11-25,5.03,3.205
2018-11-26,5.03,3.209
2018-11-27,5.03,3.212
2018-11-28,4.97,3.203
2018-11-29,4.33,3.085
2018-11-30,4.33,2.999
2018-12-1,4.33,2.969
2018-12-2,4.33,2.943
2018-12-3,4.82,2.962
2018-12-4,8.83,3.318
2018-12-5,9.38,3.673
2018-12-6,6.6,3.746
2018-12-7,6.3,3.784
2018-12-8,6.19,3.807
2018-12-9,5.03,3.729
2018-12-10,5.03,3.662
2018-12-11,5.03,3.603
2018-12-12,5.03,3.552
2018-12-13,5.03,3.508
2018-12-14,5.03,3.47
2018-12-15,5.03,3.437
2018-12-16,5.03,3.408
2018-12-17,5.03,3.383
2018-12-18,5.03,3.361
2018-12-19,4.93,3.334
2018-12-20,4.56,3.279
2018-12-21,4.56,3.231
2018-12-22,4.47,3.182
2018-12-23,4.33,3.128
2018-12-24,4.33,3.081
2018-12-25,4.33,3.04
2018-12-26,4.22,2.995
2018-12-27,3.31,2.879
2018-12-28,2.86,2.74
2018-12-29,3.1,2.64
2018-12-30,3.1,2.553
2018-12-31,3.1,2.478
