Date,Streamflow(CMS),Baseflow(CMS)
2009-1-1,3.98,1.99
2009-1-2,3.98,2.064
2009-1-3,3.98,2.128
2009-1-4,3.98,2.183
2009-1-5,3.98,2.231
2009-1-6,3.98,2.273
2009-1-7,3.98,2.309
2009-1-8,3.98,2.34
2009-1-9,3.98,2.367
2009-1-10,3.98,2.391
2009-1-11,4.1,2.422
2009-1-12,4.25,2.461
2009-1-13,4.35,2.504
2009-1-14,4.33,2.539
2009-1-15,4.4,2.576
2009-1-16,4.18,2.589
2009-1-17,3.98,2.583
2009-1-18,3.98,2.578
2009-1-19,3.98,2.574
2009-1-20,3.98,2.57
2009-1-21,3.98,2.567
2009-1-22,3.98,2.564
2009-1-23,3.98,2.562
2009-1-24,3.98,2.56
2009-1-25,3.98,2.558
2009-1-26,3.98,2.557
2009-1-27,3.98,2.556
2009-1-28,4.19,2.573
2009-1-29,3.98,2.57
2009-1-30,3.98,2.567
2009-1-31,3.98,2.564
2009-2-1,3.98,2.562
2009-2-2,3.98,2.56
2009-2-3,3.98,2.558
2009-2-4,3.98,2.557
2009-2-5,3.98,2.556
2009-2-6,3.98,2.555
2009-2-7,3.98,2.554
2009-2-8,3.98,2.553
2009-2-9,3.98,2.552
2009-2-10,3.98,2.551
2009-2-11,3.98,2.55
2009-2-12,3.98,2.55
2009-2-13,4.08,2.558
2009-2-14,8.03,2.899
2009-2-15,5.74,3.001
2009-2-16,4.87,3.016
2009-2-17,4.77,3.021
2009-2-18,4.77,3.025
2009-2-19,4.77,3.029
2009-2-20,4.77,3.032
2009-2-21,4.77,3.035
2009-2-22,4.77,3.037
2009-2-23,4.77,3.039
2009-2-24,4.77,3.041
2009-2-25,4.77,3.043
2009-2-26,4.77,3.044
2009-2-27,4.77,3.045
2009-2-28,4.77,3.046
2009-3-1,4.77,3.048
2009-3-2,4.77,3.049
2009-3-3,4.77,3.05
2009-3-4,4.77,3.051
2009-3-5,4.77,3.051
2009-3-6,4.77,3.051
2009-3-7,4.77,3.051
2009-3-8,4.77,3.051
2009-3-9,4.77,3.051
2009-3-10,4.77,3.051
2009-3-11,4.41,2.996
2009-3-12,3.98,2.888
2009-3-13,4.24,2.846
2009-3-14,4.9,2.916
2009-3-15,4.35,2.884
2009-3-16,4.25,2.845
2009-3-17,4.12,2.795
2009-3-18,3.98,2.736
2009-3-19,3.98,2.691
2009-3-20,3.98,2.657
2009-3-21,3.98,2.631
2009-3-22,4.17,2.64
2009-3-23,4.22,2.655
2009-3-24,3.98,2.629
2009-3-25,3.98,2.609
2009-3-26,3.98,2.594
2009-3-27,3.69,2.538
2009-3-28,3.48,2.463
2009-3-29,3.48,2.406
2009-3-30,3.48,2.363
2009-3-31,3.48,2.33
2009-4-1,3.48,2.305
2009-4-2,3.48,2.286
2009-4-3,3.48,2.272
2009-4-4,3.48,2.261
2009-4-5,3.48,2.253
2009-4-6,3.48,2.247
2009-4-7,3.48,2.242
2009-4-8,3.48,2.238
2009-4-9,3.48,2.235
2009-4-10,3.48,2.233
2009-4-11,3.48,2.232
2009-4-12,3.48,2.231
2009-4-13,3.48,2.23
2009-4-14,3.45,2.225
2009-4-15,3.23,2.187
2009-4-16,3.23,2.158
2009-4-17,3.23,2.136
2009-4-18,3.23,2.119
2009-4-19,3.23,2.107
2009-4-20,3.23,2.097
2009-4-21,3.23,2.09
2009-4-22,3.23,2.085
2009-4-23,3.23,2.081
2009-4-24,3.23,2.078
2009-4-25,3.23,2.075
2009-4-26,3.23,2.073
2009-4-27,3.23,2.072
2009-4-28,3.23,2.071
2009-4-29,3.23,2.07
2009-4-30,3.23,2.069
2009-5-1,3.23,2.069
2009-5-2,3.23,2.069
2009-5-3,3.23,2.069
2009-5-4,3.23,2.069
2009-5-5,3.23,2.069
2009-5-6,3.23,2.069
2009-5-15,0.65,0.65
2009-5-16,3.14,0.976
2009-5-17,72.09,11.808
2009-5-18,14.05,11.133
2009-5-19,4.31,4.31
2009-5-20,2.35,2.35
2009-5-21,6.42,2.772
2009-5-22,7.55,3.266
2009-5-23,3.25,2.982
2009-5-24,2.11,2.11
2009-5-25,1.16,1.16
2009-5-26,0.85,0.85
2009-5-27,0.79,0.767
2009-5-28,0.79,0.704
2009-5-29,0.79,0.656
2009-5-30,0.79,0.62
2009-5-31,0.79,0.593
2009-6-1,0.79,0.56
2009-6-2,0.79,0.54
2009-6-3,0.79,0.527
2009-6-4,0.79,0.519
2009-6-5,0.79,0.514
2009-6-6,0.79,0.511
2009-6-7,0.79,0.509
2009-6-8,0.79,0.508
2009-6-9,0.79,0.507
2009-6-10,5.16,1.552
2009-6-11,2.96,1.68
2009-6-12,0.93,0.93
2009-6-13,0.79,0.771
2009-6-14,0.79,0.672
2009-6-15,0.79,0.61
2009-6-16,0.79,0.571
2009-6-17,0.79,0.547
2009-6-18,0.79,0.532
2009-6-19,0.79,0.522
2009-6-20,0.89,0.54
2009-6-21,1.54,0.707
2009-6-22,0.86,0.648
2009-6-23,0.71,0.576
2009-6-24,0.65,0.516
2009-6-25,0.65,0.479
2009-6-26,0.65,0.455
2009-6-27,0.65,0.44
2009-6-28,1.37,0.603
2009-6-29,1.56,0.751
2009-6-30,1.46,0.82
2009-7-1,0.93,0.736
2009-7-2,1.3,0.772
2009-7-3,1.62,0.871
2009-7-4,1.16,0.823
2009-7-5,0.96,0.745
2009-7-6,0.85,0.67
2009-7-7,0.79,0.609
2009-7-8,1.65,0.776
2009-7-9,30.7,7.834
2009-7-10,53.19,17.635
2009-7-11,11.05,11.05
2009-7-12,369.93,95.461
2009-7-13,139.29,93.099
2009-7-14,113.57,85.464
2009-7-15,277.8,119.993
2009-7-16,48.17,48.17
2009-7-17,23.44,23.44
2009-7-18,22.29,20.009
2009-7-19,72.23,29.814
2009-7-20,21.36,21.36
2009-7-21,17.89,17.654
2009-7-22,13.71,13.71
2009-7-23,11.72,11.388
2009-7-24,12.77,10.186
2009-7-25,12.22,9.301
2009-7-26,11.71,8.625
2009-7-27,11.31,8.106
2009-7-28,11.07,7.724
2009-7-29,9.96,7.219
2009-7-30,8.12,6.463
2009-7-31,7.24,5.779
2009-8-1,7.14,5.327
2009-8-2,7.14,5.044
2009-8-3,7.14,4.867
2009-8-4,7.14,4.756
2009-8-5,7.14,4.686
2009-8-6,7.14,4.642
2009-8-7,7.14,4.615
2009-8-8,7.86,4.77
2009-8-9,8.26,4.963
2009-8-10,7.49,4.9
2009-8-11,44.24,13.656
2009-8-12,168.37,48.848
2009-8-13,85.65,51.08
2009-8-14,28.48,28.48
2009-8-15,17.2,17.2
2009-8-16,12.57,12.57
2009-8-17,10.27,10.27
2009-8-18,7.64,7.64
2009-8-19,7.75,6.638
2009-8-20,34.13,12.325
2009-8-21,38.64,16.964
2009-8-22,14.63,14.121
2009-8-23,10.55,10.55
2009-8-24,8.39,8.39
2009-8-25,7.93,7.15
2009-8-26,9.23,6.685
2009-8-27,10.19,6.624
2009-8-28,9.21,6.351
2009-8-29,7.49,5.769
2009-8-30,7.49,5.404
2009-8-31,7.49,5.176
2009-9-1,7.49,5.072
2009-9-2,7.49,4.996
2009-9-3,7.49,4.941
2009-9-4,7.49,4.901
2009-9-5,7.49,4.872
2009-9-6,7.49,4.851
2009-9-7,7.49,4.835
2009-9-8,7.49,4.824
2009-9-9,7.49,4.816
2009-9-10,7.49,4.81
2009-9-11,7.49,4.806
2009-9-12,8.98,5.063
2009-9-13,9.98,5.424
2009-9-14,7.73,5.294
2009-9-15,7.49,5.157
2009-9-16,5.79,4.761
2009-9-17,4.99,4.333
2009-9-18,4.68,3.968
2009-9-19,4.68,3.703
2009-9-20,4.53,3.484
2009-9-21,4.33,3.29
2009-9-22,4.33,3.148
2009-9-23,4.33,3.045
2009-9-24,4.33,2.97
2009-9-25,4.33,2.916
2009-9-26,4.33,2.876
2009-9-27,4.33,2.847
2009-9-28,4.33,2.826
2009-9-29,4.33,2.811
2009-9-30,4.33,2.8
2009-10-1,4.33,2.792
2009-10-2,4.33,2.786
2009-10-3,4.33,2.782
2009-10-4,4.33,2.779
2009-10-5,4.33,2.777
2009-10-6,4.33,2.775
2009-10-7,4.33,2.774
2009-10-8,4.33,2.773
2009-10-9,4.33,2.773
2009-10-10,4.33,2.773
2009-10-11,4.33,2.773
2009-10-12,4.33,2.773
2009-10-13,4.9,2.872
2009-10-14,7.04,3.318
2009-10-15,7.32,3.691
2009-10-16,6.86,3.882
2009-10-17,6.92,4.031
2009-10-18,7.14,4.178
2009-10-19,7.14,4.285
2009-10-20,7.14,4.363
2009-10-21,6.79,4.358
2009-10-22,6.44,4.294
2009-10-23,6.29,4.221
2009-10-24,6.09,4.133
2009-10-25,6.09,4.069
2009-10-26,6.09,4.022
2009-10-27,6.09,3.988
2009-10-28,5.94,3.937
2009-10-29,5.74,3.865
2009-10-30,5.74,3.813
2009-10-31,5.81,3.787
2009-11-1,8.46,4.231
2009-11-2,8.74,4.603
2009-11-3,7.69,4.69
2009-11-4,7.39,4.701
2009-11-5,6.72,4.592
2009-11-6,6.44,4.464
2009-11-7,6.25,4.337
2009-11-8,9.51,4.814
2009-11-9,16.86,6.445
2009-11-10,10.25,6.476
2009-11-11,8.26,6.151
2009-11-12,7.67,5.812
2009-11-13,7.23,5.489
2009-11-14,7.14,5.238
2009-11-15,7.14,5.056
2009-11-16,7.14,4.923
2009-11-17,6.98,4.799
2009-11-18,6.79,4.675
2009-11-19,6.79,4.585
2009-11-20,6.79,4.52
2009-11-21,6.79,4.472
2009-11-22,6.79,4.438
2009-11-23,6.79,4.413
2009-11-24,6.79,4.395
2009-11-25,6.79,4.382
2009-11-26,6.66,4.349
2009-11-27,6.44,4.287
2009-11-28,6.27,4.212
2009-11-29,6.09,4.126
2009-11-30,6.09,4.064
2009-12-1,6.09,4.042
2009-12-2,6.09,4.023
2009-12-3,6.09,4.006
2009-12-4,6.09,3.992
2009-12-5,6.21,3.99
2009-12-6,6.44,4.007
2009-12-7,6.44,4.022
2009-12-8,6.44,4.035
2009-12-9,6.44,4.046
2009-12-10,6.47,4.059
2009-12-11,8.7,4.259
2009-12-12,8.41,4.408
2009-12-13,7.56,4.465
2009-12-14,7.27,4.49
2009-12-15,7.14,4.501
2009-12-16,6.64,4.468
2009-12-17,6.09,4.393
2009-12-18,6.09,4.327
2009-12-19,6.16,4.276
2009-12-20,5.82,4.203
2009-12-21,5.56,4.118
2009-12-22,5.19,4.013
2009-12-23,5.03,3.908
2009-12-24,5.03,3.817
2009-12-25,5.03,3.738
2009-12-26,5.03,3.669
2009-12-27,4.87,3.596
2009-12-28,4.8,3.527
2009-12-29,4.37,3.43
2009-12-30,3.98,3.313
2009-12-31,3.98,3.212
2010-1-1,4.58,3.175
2010-1-2,4.73,3.155
2010-1-3,4.82,3.146
2010-1-4,3.99,3.068
2010-1-5,4.49,3.042
2010-1-6,4.89,3.054
2010-1-7,4.89,3.064
2010-1-8,5.41,3.117
2010-1-9,5.93,3.207
2010-1-10,5.93,3.285
2010-1-11,6.13,3.369
2010-1-12,6.62,3.484
2010-1-13,6.81,3.6
2010-1-14,7.18,3.732
2010-1-15,7.31,3.857
2010-1-16,7.27,3.962
2010-1-17,6.99,4.03
2010-1-18,7.12,4.1
2010-1-19,6.41,4.1
2010-1-20,8.67,4.292
2010-1-21,12.34,4.769
2010-1-22,11.48,5.11
2010-1-23,9.29,5.22
2010-1-24,7.53,5.167
2010-1-25,6.35,5.021
2010-1-26,5.95,4.861
2010-1-27,5.41,4.676
2010-1-28,5.23,4.5
2010-1-29,5.54,4.374
2010-1-30,5.39,4.252
2010-1-31,5.05,4.117
2010-2-1,4.89,3.986
2010-2-2,4.71,3.858
2010-2-3,4.26,3.708
2010-2-4,3.97,3.554
2010-2-5,3.94,3.417
2010-2-6,3.8,3.287
2010-2-7,3.51,3.149
2010-2-8,3.35,3.016
2010-2-9,5.35,3.07
2010-2-10,12.34,3.708
2010-2-11,12.32,4.26
2010-2-12,10.34,4.572
2010-2-13,9.38,4.761
2010-2-14,8.43,4.845
2010-2-15,7.07,4.803
2010-2-16,6.45,4.714
2010-2-17,6.1,4.607
2010-2-18,5.93,4.5
2010-2-19,5.72,4.389
2010-2-20,5.44,4.269
2010-2-21,5.9,4.204
2010-2-22,7.05,4.245
2010-2-23,7.05,4.28
2010-2-24,7.25,4.328
2010-2-25,9.97,4.599
2010-2-26,12.34,5.035
2010-2-27,12.34,5.413
2010-2-28,11.68,5.686
2010-3-1,11.8,6.134
2010-3-2,12.34,6.557
2010-3-3,12.34,6.879
2010-3-4,12.14,7.093
2010-3-5,11.22,7.114
2010-3-6,10.75,7.058
2010-3-7,9.6,6.839
2010-3-8,6.56,6.206
2010-3-9,1.85,1.85
2010-3-10,1.98,1.71
2010-3-11,2.35,1.661
2010-3-12,2.95,1.715
2010-3-13,3.08,1.776
2010-3-14,2.61,1.751
2010-3-15,3.49,1.867
2010-3-16,5.96,2.334
2010-3-17,4.51,2.466
2010-3-18,3.94,2.479
2010-3-19,4.12,2.517
2010-3-20,4.07,2.538
2010-3-21,3.8,2.513
2010-3-22,3.2,2.401
2010-3-23,3.08,2.298
2010-3-24,2.96,2.201
2010-3-25,2.62,2.075
2010-3-26,3.25,2.076
2010-3-27,2.93,2.028
2010-3-28,2.42,1.913
2010-3-29,2.1,1.777
2010-3-30,1.79,1.626
2010-3-31,2.55,1.627
2010-4-1,6.64,2.256
2010-4-2,7.2,2.82
2010-4-3,5.41,2.974
2010-4-4,3.81,2.846
2010-4-5,3.09,2.638
2010-4-6,2.44,2.38
2010-4-7,1.12,1.12
2010-4-8,1.53,1.086
2010-4-9,0.98,0.976
2010-4-10,1.07,0.906
2010-4-11,1.07,0.853
2010-4-12,1.05,0.81
2010-4-13,0.85,0.746
2010-4-14,0.74,0.681
2010-4-15,0.74,0.631
2010-4-16,0.74,0.593
2010-4-17,0.61,0.544
2010-4-18,0.47,0.47
2010-4-19,0.47,0.429
2010-4-20,0.41,0.389
2010-4-21,0.09,0.09
2010-4-22,0.23,0.104
2010-4-23,0.36,0.134
2010-4-24,0.36,0.157
2010-4-25,0.3,0.165
2010-4-26,0.22,0.159
2010-4-27,4.63,0.832
2010-4-28,4.05,1.254
2010-4-29,4.42,1.632
2010-4-30,3.27,1.743
2010-5-1,1.92,1.62
2010-5-2,1.1,1.1
2010-5-3,0.66,0.66
2010-5-4,0.38,0.38
2010-5-5,0.24,0.24
2010-5-6,0.17,0.17
2010-5-7,0.23,0.165
2010-5-8,0.24,0.162
2010-5-9,0.13,0.13
2010-5-10,0.09,0.09
2010-5-11,0.07,0.07
2010-5-12,0.09,0.067
2010-5-13,0.08,0.063
2010-5-14,0.08,0.06
2010-5-15,0.09,0.059
2010-5-16,0.09,0.059
2010-5-17,0.1,0.06
2010-5-18,20.16,3.14
2010-5-19,27.26,6.571
2010-5-20,8.87,6.357
2010-5-21,4.08,4.08
2010-5-22,4.08,3.728
2010-5-23,11.23,4.558
2010-5-24,14.07,5.625
2010-5-25,10.92,5.952
2010-5-26,6.37,5.502
2010-5-27,3.24,3.24
2010-5-28,1.89,1.89
2010-5-29,1.56,1.56
2010-5-30,1.24,1.24
2010-5-31,0.75,0.75
2010-6-1,0.4,0.4
2010-6-2,0.26,0.26
2010-6-3,0.11,0.11
2010-6-4,0.08,0.08
2010-6-5,0.09,0.072
2010-6-6,0.09,0.067
2010-6-7,0.09,0.063
2010-6-8,0.09,0.061
2010-6-9,0.09,0.06
2010-6-10,0.08,0.057
2010-6-11,0.08,0.055
2010-6-12,1.34,0.355
2010-6-13,4.35,1.263
2010-6-14,4.01,1.75
2010-6-15,2.15,1.61
2010-6-16,1.78,1.434
2010-6-17,1.01,1.01
2010-6-18,0.9,0.848
2010-6-19,0.75,0.71
2010-6-20,32.92,8.324
2010-6-21,14.71,8.732
2010-6-22,5.48,5.48
2010-6-23,3.14,3.14
2010-6-24,2.25,2.25
2010-6-25,1.84,1.84
2010-6-26,3.3,1.942
2010-6-27,2.09,1.716
2010-6-28,2.0,1.553
2010-6-29,1.41,1.31
2010-6-30,1.35,1.143
2010-7-1,1.64,1.108
2010-7-2,4.53,1.778
2010-7-3,14.44,4.569
2010-7-4,7.49,4.653
2010-7-5,6.24,4.406
2010-7-6,3.63,3.627
2010-7-7,3.08,3.008
2010-7-8,2.86,2.568
2010-7-9,1.85,1.85
2010-7-10,1.45,1.45
2010-7-11,1.24,1.205
2010-7-12,1.08,1.013
2010-7-13,0.52,0.52
2010-7-14,0.09,0.09
2010-7-15,0.17,0.097
2010-7-16,3.04,0.788
2010-7-17,68.45,16.877
2010-7-18,53.83,23.45
2010-7-19,17.89,17.89
2010-7-20,8.98,8.98
2010-7-21,5.67,5.67
2010-7-22,4.74,4.684
2010-7-23,4.85,4.093
2010-7-26,11.52,5.32
2010-7-27,8.64,5.398
2010-7-28,5.61,4.722
2010-7-29,4.49,4.031
2010-7-30,3.2,3.2
2010-7-31,2.54,2.54
2010-8-1,1.94,1.94
2010-8-2,2.66,1.851
2010-8-3,5.46,2.466
2010-8-4,4.33,2.58
2010-8-5,8.7,3.697
2010-8-6,21.06,7.355
2010-8-7,32.58,12.402
2010-8-8,27.43,14.329
2010-8-9,9.92,9.92
2010-8-10,8.66,8.283
2010-8-11,25.28,11.236
2010-8-12,10.92,9.648
2010-8-13,31.74,13.637
2010-8-14,37.38,17.484
2010-8-15,120.26,39.73
2010-8-16,58.19,38.799
2010-8-17,31.71,31.71
2010-8-18,33.49,27.867
2010-8-19,24.62,23.338
2010-8-20,16.26,16.26
2010-8-21,13.11,13.11
2010-8-22,10.5,10.5
2010-8-23,12.12,9.474
2010-8-24,23.51,11.558
2010-8-25,37.25,16.151
2010-8-26,30.11,17.318
2010-8-27,19.07,15.406
2010-8-28,11.63,11.63
2010-8-29,41.46,17.204
2010-8-30,60.9,25.346
2010-8-31,78.26,34.599
2010-9-1,111.29,44.592
2010-9-2,98.72,49.664
2010-9-3,60.51,46.68
2010-9-4,41.71,41.227
2010-9-5,33.05,33.05
2010-9-6,81.34,38.236
2010-9-7,51.8,36.849
2010-9-8,30.02,30.02
2010-9-9,25.21,25.21
2010-9-10,26.22,22.91
2010-9-11,224.48,55.857
2010-9-12,442.84,117.944
2010-9-13,126.38,107.832
2010-9-14,66.16,66.16
2010-9-15,43.09,43.09
2010-9-16,32.0,32.0
2010-9-17,30.11,28.527
2010-9-18,27.34,25.518
2010-9-19,25.97,23.091
2010-9-20,49.47,25.429
2010-9-21,57.36,28.507
2010-9-22,184.74,52.988
2010-9-23,59.17,48.863
2010-9-24,38.94,38.94
2010-9-25,32.06,32.06
2010-9-26,25.94,25.94
2010-9-27,23.5,22.966
2010-9-28,21.26,20.412
2010-9-29,21.0,18.51
2010-9-30,18.4,16.673
2010-10-1,15.45,14.822
2010-10-2,15.47,13.479
2010-10-3,17.6,12.875
2010-10-4,15.52,12.072
2010-10-5,15.45,11.476
2010-10-6,13.44,10.692
2010-10-7,12.84,10.017
2010-10-8,12.84,9.526
2010-10-9,12.84,9.169
2010-10-10,12.84,8.909
2010-10-11,12.84,8.72
2010-10-12,12.84,8.583
2010-10-13,12.84,8.483
2010-10-14,12.84,8.411
2010-10-15,10.43,7.937
2010-10-16,6.78,6.78
2010-10-17,6.42,6.051
2010-10-18,6.2,5.483
2010-10-19,5.93,5.023
2010-10-20,5.93,4.688
2010-10-21,5.93,4.444
2010-10-22,5.83,4.25
2010-10-23,5.57,4.063
2010-10-24,5.24,3.869
2010-10-25,5.2,3.721
2010-10-26,4.78,3.54
2010-10-27,4.56,3.37
2010-10-28,4.56,3.247
2010-10-29,4.56,3.157
2010-10-30,4.41,3.066
2010-10-31,4.25,2.972
2010-11-1,4.25,2.903
2010-11-2,4.12,2.83
2010-11-3,3.94,2.746
2010-11-4,3.94,2.685
2010-11-5,3.94,2.64
2010-11-6,3.94,2.608
2010-11-7,3.94,2.584
2010-11-8,3.94,2.567
2010-11-9,3.99,2.563
2010-11-10,4.25,2.606
2010-11-11,4.25,2.637
2010-11-12,4.78,2.752
2010-11-13,4.52,2.79
2010-11-14,4.07,2.739
2010-11-15,3.94,2.68
2010-11-16,3.94,2.637
2010-11-17,3.94,2.606
2010-11-18,3.94,2.583
2010-11-19,3.94,2.566
2010-11-20,3.94,2.554
2010-11-21,3.94,2.545
2010-11-22,3.94,2.539
2010-11-23,3.79,2.508
2010-11-24,3.64,2.459
2010-11-25,3.64,2.424
2010-11-26,3.64,2.398
2010-11-27,3.64,2.379
2010-11-28,3.64,2.366
2010-11-29,3.64,2.356
2010-11-30,3.64,2.349
2010-12-1,3.64,2.346
2010-12-2,3.64,2.344
2010-12-3,3.64,2.342
2010-12-4,3.64,2.34
2010-12-5,3.64,2.339
2010-12-6,3.54,2.329
2010-12-7,3.35,2.305
2010-12-8,3.35,2.284
2010-12-9,3.35,2.265
2010-12-10,3.35,2.249
2010-12-11,3.35,2.235
2010-12-12,3.35,2.223
2010-12-13,3.35,2.213
2010-12-14,3.35,2.204
2010-12-15,2.91,2.159
2010-12-16,2.79,2.11
2010-12-17,3.08,2.092
2010-12-18,3.08,2.076
2010-12-19,3.08,2.062
2010-12-20,3.08,2.05
2010-12-21,3.08,2.04
2010-12-22,3.08,2.031
2010-12-23,3.08,2.023
2010-12-24,2.55,1.971
2010-12-25,2.55,1.926
2010-12-26,3.74,1.988
2010-12-27,3.25,2.0
2010-12-28,2.81,1.973
2010-12-29,3.52,2.01
2010-12-30,3.08,2.005
2010-12-31,3.77,2.059
2011-1-1,4.18,2.14
2011-1-2,4.26,2.218
2011-1-3,4.5,2.306
2011-1-4,3.74,2.318
2011-1-5,3.4,2.299
2011-1-6,3.22,2.268
2011-1-7,2.99,2.221
2011-1-8,3.1,2.19
2011-1-9,3.18,2.17
2011-1-10,3.5,2.179
2011-1-11,3.25,2.166
2011-1-12,3.1,2.142
2011-1-13,4.08,2.204
2011-1-14,3.84,2.238
2011-1-15,3.66,2.252
2011-1-16,3.52,2.252
2011-1-17,4.05,2.297
2011-1-18,4.33,2.36
2011-1-19,4.5,2.429
2011-1-20,4.71,2.506
2011-1-21,4.87,2.587
2011-1-22,4.98,2.666
2011-1-23,4.95,2.732
2011-1-24,4.61,2.761
2011-1-25,4.67,2.791
2011-1-26,5.1,2.854
2011-1-27,5.52,2.944
2011-1-28,5.96,3.059
2011-1-29,6.21,3.18
2011-1-30,6.22,3.286
2011-1-31,5.34,3.303
2011-2-1,4.83,3.275
2011-2-2,3.87,3.169
2011-2-3,3.26,3.026
2011-2-4,3.03,2.882
2011-2-5,3.03,2.757
2011-2-6,3.03,2.649
2011-2-7,2.92,2.546
2011-2-8,2.71,2.439
2011-2-9,2.96,2.367
2011-2-10,3.3,2.333
2011-2-11,2.93,2.272
2011-2-12,2.49,2.182
2011-2-13,2.43,2.099
2011-2-14,2.57,2.039
2011-2-15,2.49,1.98
2011-2-16,2.57,1.936
2011-2-17,2.57,1.897
2011-2-18,2.57,1.864
2011-2-19,2.57,1.835
2011-2-20,2.57,1.81
2011-2-21,2.57,1.788
2011-2-22,2.57,1.769
2011-2-23,2.57,1.753
2011-2-24,2.57,1.739
2011-2-25,2.57,1.727
2011-2-26,2.57,1.716
2011-2-27,15.62,2.811
2011-2-28,32.33,5.175
2011-3-1,13.17,5.955
2011-3-2,8.9,5.893
2011-3-3,6.48,5.474
2011-3-4,5.29,4.973
2011-3-5,4.72,4.505
2011-3-6,4.44,4.106
2011-3-7,4.31,3.783
2011-3-8,3.97,3.485
2011-3-9,3.79,3.231
2011-3-10,3.43,2.983
2011-3-11,3.27,2.769
2011-3-12,3.27,2.607
2011-3-13,3.27,2.484
2011-3-14,3.27,2.39
2011-3-15,3.27,2.319
2011-3-16,3.27,2.265
2011-3-17,3.27,2.224
2011-3-18,3.27,2.193
2011-3-19,3.27,2.169
2011-3-20,5.58,2.505
2011-3-21,7.26,3.019
2011-3-22,5.36,3.118
2011-3-23,4.65,3.084
2011-3-24,4.08,2.971
2011-3-25,4.25,2.911
2011-3-26,4.62,2.922
2011-3-27,4.57,2.923
2011-3-28,4.18,2.864
2011-3-29,4.05,2.799
2011-3-30,2.9,2.573
2011-3-31,2.57,2.35
2011-4-1,2.57,2.181
2011-4-2,2.57,2.052
2011-4-3,2.57,1.954
2011-4-4,2.57,1.88
2011-4-5,2.57,1.824
2011-4-6,2.19,1.723
2011-4-7,1.07,1.07
2011-4-8,3.8,1.397
2011-4-9,3.84,1.651
2011-4-10,3.54,1.798
2011-4-11,2.81,1.798
2011-4-12,2.15,1.697
2011-4-13,2.15,1.62
2011-4-14,2.15,1.561
2011-4-15,2.15,1.517
2011-4-16,2.15,1.483
2011-4-17,1.86,1.413
2011-4-18,1.62,1.323
2011-4-19,1.62,1.254
2011-4-20,1.51,1.185
2011-4-21,1.26,1.094
2011-4-22,3.27,1.334
2011-4-23,6.78,2.055
2011-4-24,3.66,2.124
2011-4-25,2.28,1.965
2011-4-26,1.88,1.782
2011-4-27,1.93,1.651
2011-4-28,2.36,1.617
2011-4-29,2.24,1.573
2011-4-30,64.27,11.061
2011-5-1,123.96,27.436
2011-5-2,32.92,25.909
2011-5-3,16.08,16.08
2011-5-4,9.67,9.67
2011-5-5,7.48,7.48
2011-5-6,5.91,5.91
2011-5-7,5.98,5.41
2011-5-8,4.84,4.84
2011-5-9,4.95,4.439
2011-5-10,22.04,6.757
2011-5-11,217.87,38.579
2011-5-12,73.95,40.677
2011-5-13,34.92,34.92
2011-5-14,20.4,20.4
2011-5-15,14.72,14.72
2011-5-16,11.79,11.79
2011-5-17,10.01,10.01
2011-5-18,9.29,9.035
2011-5-19,9.05,8.257
2011-5-20,9.37,7.715
2011-5-21,13.08,7.872
2011-5-22,12.97,7.975
2011-5-23,9.22,7.478
2011-5-24,7.59,6.85
2011-5-25,7.03,6.286
2011-5-26,6.94,5.844
2011-5-27,6.24,5.4
2011-5-28,5.45,4.941
2011-5-29,4.87,4.503
2011-5-30,4.36,4.092
2011-5-31,4.06,3.734
2011-6-1,27.22,8.853
2011-6-2,15.86,9.338
2011-6-3,7.48,7.48
2011-6-4,5.7,5.7
2011-6-5,4.85,4.729
2011-6-6,4.27,3.982
2011-6-7,3.64,3.364
2011-6-8,3.27,2.889
2011-6-9,3.53,2.653
2011-6-10,3.3,2.451
2011-6-11,3.03,2.26
2011-6-12,2.94,2.118
2011-6-13,2.8,1.996
2011-6-14,2.62,1.877
2011-6-15,2.36,1.74
2011-6-16,1.8,1.52
2011-6-17,1.32,1.267
2011-6-18,1.44,1.138
2011-6-19,1.5,1.071
2011-6-20,1.62,1.058
2011-6-21,1.89,1.115
2011-6-22,2.66,1.335
2011-6-23,18.01,5.146
2011-6-24,197.18,50.417
2011-6-25,134.7,63.802
2011-6-26,161.52,78.601
2011-6-27,62.8,62.8
2011-6-28,32.92,32.92
2011-6-29,76.91,39.017
2011-6-30,318.16,100.577
2011-7-1,97.0,86.18
2011-7-2,49.28,49.28
2011-7-3,324.19,108.445
2011-7-4,217.24,119.885
2011-7-5,72.55,72.55
2011-7-6,42.43,42.43
2011-7-7,43.79,37.043
2011-7-8,235.69,79.602
2011-7-9,337.54,130.622
2011-7-10,146.87,116.925
2011-7-11,206.13,122.534
2011-7-12,323.17,154.059
2011-7-13,143.51,130.792
2011-7-14,202.85,130.43
2011-7-15,190.08,127.147
2011-7-16,86.95,86.95
2011-7-17,151.56,90.708
2011-7-18,60.51,60.51
2011-7-19,37.59,37.59
2011-7-20,28.64,28.64
2011-7-21,23.53,23.53
2011-7-22,20.34,19.599
2011-7-23,17.93,16.561
2011-7-24,17.86,14.642
2011-7-25,18.36,13.561
2011-7-26,17.01,12.561
2011-7-27,275.68,73.848
2011-7-28,137.09,79.043
2011-7-29,84.05,69.599
2011-7-30,92.25,65.65
