Date,Streamflow(CMS),Baseflow(CMS)
2018-03-26,4.153147422,2.697
2018-03-27,3.982762938,2.538
2018-03-28,3.882060785,2.43
2018-03-29,3.725105485,2.329
2018-03-30,3.516597859,2.216
2018-03-31,3.344707518,2.108
2018-04-01,3.344707518,2.056
2018-04-02,3.26165939,2.005
2018-04-03,3.16254136,1.949
2018-04-04,4.819030221,2.436
2018-04-05,6.946201389,3.332
2018-04-06,11.96812904,5.323
2018-04-07,11.04801883,5.998
2018-04-08,8.825235277,5.634
2018-04-09,7.390502105,5.013
2018-04-10,6.324053886,4.383
2018-04-11,6.929289848,4.266
2018-04-12,5.916112573,3.895
2018-04-13,5.13110253,3.473
2018-04-14,7.855709768,4.115
2018-04-15,10.34156795,5.196
2018-04-16,8.706353443,5.21
2018-04-17,7.647758482,4.889
2018-04-18,6.739837751,4.452
2018-04-19,5.90168547,3.981
2018-04-20,5.227724585,3.544
2018-04-21,4.752573103,3.186
2018-04-22,4.363331114,2.892
2018-04-23,5.672956371,3.157
2018-04-24,17.83128893,7.058
2018-04-25,15.01554382,8.067
2018-04-26,12.59019116,7.802
2018-04-27,11.0131112,7.184
2018-04-28,9.834479626,6.52
2018-04-29,8.693040025,5.845
2018-04-30,7.75382948,5.228
2018-05-01,7.122491712,4.734
2018-05-02,11.37954984,5.817
2018-05-03,11.16532297,6.273
2018-05-04,9.39395834,5.944
2018-05-05,8.095100862,5.382
2018-05-06,9.731600666,5.618
2018-05-07,10.77407537,6.056
2018-05-08,9.314077529,5.814
2018-05-09,8.20721219,5.354
2018-05-10,7.227173419,4.828
2018-05-11,5.826827459,4.139
2018-05-12,6.00654638,3.862
2018-05-13,11.59860229,5.464
2018-05-14,9.884861044,5.706
2018-05-15,8.60661738,5.426
2018-05-16,7.836998983,5.052
2018-05-17,7.756613427,4.846
2018-05-18,16.20811614,7.37
2018-05-19,19.97211018,9.756
2018-05-20,13.30456336,8.839
2018-05-21,11.13285998,7.722
2018-05-22,10.02438743,6.839
2018-05-23,11.33397609,6.819
2018-05-24,9.032394104,6.095
2018-05-25,6.634076578,5.001
2018-05-26,5.442433856,4.103
2018-05-27,4.920901136,3.508
2018-05-28,4.7078924,3.155
2018-05-29,4.266385613,2.847
2018-05-30,4.767758908,2.854
2018-05-31,4.878037856,2.892
2018-06-01,4.15449798,2.685
2018-06-02,3.66170639,2.433
2018-06-03,3.238443926,2.18
2018-06-04,2.805210754,1.923
2018-06-05,2.062536463,1.568
2018-06-06,2.402790153,1.503
2018-06-07,2.042650935,1.36
2018-06-08,1.714075017,1.189
2018-06-09,1.477700814,1.033
2018-06-10,1.302768558,0.903
2018-06-11,1.274254574,0.831
2018-06-12,1.298016227,0.804
2018-06-13,1.274254574,0.784
2018-06-14,1.242478741,0.764
2018-06-15,1.215242313,0.746
2018-06-16,1.080238765,0.695
2018-06-17,0.943129405,0.628
2018-06-18,0.951782211,0.599
2018-06-19,0.983241923,0.594
2018-06-20,1.061451666,0.616
2018-06-21,0.980386226,0.602
2018-06-22,0.868911579,0.56
2018-06-23,0.814286758,0.523
2018-06-24,0.69644184,0.469
2018-06-25,0.68659515,0.439
2018-06-26,1.279854935,0.609
2018-06-27,12.81843603,4.272
2018-06-28,5.27775319,3.7
2018-06-29,3.867827726,2.987
2018-06-30,3.475289413,2.521
2018-07-01,43.47921498,14.711
2018-07-02,105.3683327,39.802
2018-07-03,68.17803704,40.373
2018-07-04,23.59429295,26.813
2018-07-05,18.23389326,18.603
2018-07-06,14.55107624,13.497
2018-07-07,11.71221036,10.151
2018-07-08,9.990418437,8.001
2018-07-09,10.14298187,7.01
2018-07-10,11.22372074,6.867
2018-07-11,8.686889488,6.011
2018-07-12,7.51197253,5.233
2018-07-13,6.503549005,4.545
2018-07-14,5.534268321,3.912
2018-07-15,4.877313629,3.402
2018-07-16,4.380582918,3.002
2018-07-17,4.034175044,2.701
2018-07-18,3.130962378,2.276
2018-07-19,2.284232669,1.808
2018-07-20,1.987922151,1.49
2018-07-21,1.796400018,1.277
2018-07-22,1.594777655,1.111
2018-07-23,1.43542501,0.982
2018-07-24,1.305618812,0.879
2018-07-25,1.237846631,0.809
2018-07-26,1.126848606,0.74
2018-07-27,1.146153547,0.713
2018-07-28,3.598658539,1.461
2018-07-29,3.050256305,1.652
2018-07-30,2.436158185,1.554
2018-07-31,1.994189588,1.369
2018-08-01,1.770851754,1.21
2018-08-02,1.558863956,1.068
2018-08-03,1.43542501,0.961
2018-08-04,1.258058928,0.854
2018-08-05,1.190651988,0.782
2018-08-06,1.190651988,0.747
2018-08-07,1.190651988,0.73
2018-08-08,1.190651988,0.722
2018-08-09,1.194584875,0.719
2018-08-10,3.643831758,1.478
2018-08-11,2.704439586,1.553
2018-08-12,2.010204863,1.374
2018-08-13,1.722693441,1.198
2018-08-14,1.436543329,1.024
2018-08-15,1.16616581,0.856
2018-08-16,0.990928116,0.721
2018-08-17,0.910465605,0.631
2018-08-18,0.764933336,0.542
2018-08-19,0.671357785,0.47
2018-08-20,0.631244799,0.423
2018-08-21,0.584819098,0.386
2018-08-22,0.74824088,0.419
2018-08-23,1.124156449,0.551
2018-08-24,2.146904789,0.932
2018-08-25,2.357928264,1.182
2018-08-26,1.715105981,1.103
2018-08-27,10.02078455,3.642
2018-08-28,95.59849713,31.427
2018-08-29,57.54647358,33.031
2018-08-30,21.43386158,22.598
2018-08-31,72.55943186,33.428
2018-09-01,34.43145318,26.823
2018-09-02,18.90747849,18.817
2018-09-03,14.97643276,13.732
2018-09-04,142.5335084,50.864
2018-09-05,36.24423357,35.803
2018-09-06,20.1691795,23.544
2018-09-07,15.2279939,16.092
2018-09-08,12.15644354,11.541
2018-09-09,10.26292012,8.757
2018-09-10,8.667744614,6.918
2018-09-11,7.649761195,5.714
2018-09-12,7.054272248,4.948
2018-09-13,6.755947216,4.485
2018-09-14,6.748852206,4.26
2018-09-15,7.289267663,4.319
2018-09-16,6.630031661,4.143
2018-09-17,6.244621316,3.938
2018-09-18,5.829252472,3.71
2018-09-19,5.556847213,3.516
2018-09-20,5.764575072,3.486
2018-09-21,7.929036009,4.144
2018-09-22,6.054223261,3.879
2018-09-23,4.707019382,3.333
2018-09-24,4.03393287,2.861
2018-09-25,3.682633661,2.524
2018-09-26,3.515183268,2.309
2018-09-27,3.337820206,2.151
2018-09-28,3.170264714,2.022
2018-09-29,3.075777236,1.931
2018-09-30,3.066001585,1.884
2018-10-01,2.935632132,1.821
2018-10-02,2.841298059,1.761
2018-10-03,2.81333807,1.723
2018-10-04,2.766962885,1.691
2018-10-05,7.352680164,3.098
2018-10-06,16.66942924,6.669
2018-10-07,9.308441047,6.108
2018-10-08,6.269530128,4.894
2018-10-09,5.431969338,4.048
2018-10-10,4.93340817,3.485
2018-10-11,4.486974238,3.075
2018-10-12,3.616134689,2.607
2018-10-13,3.240194671,2.264
2018-10-14,3.100216362,2.055
2018-10-15,2.969045995,1.913
2018-10-16,2.841298059,1.805
2018-10-17,2.753320087,1.726
2018-10-18,2.680558496,1.665
2018-10-19,2.799920069,1.673
2018-10-20,2.595936196,1.613
2018-10-21,2.49988436,1.555
2018-10-22,2.44397611,1.509
2018-10-23,2.380728021,1.467
2018-10-24,2.33899577,1.434
2018-10-25,2.411330804,1.441
2018-10-26,2.517739591,1.477
2018-10-27,2.758877239,1.569
2018-10-28,2.62344659,1.572
2018-10-29,3.116836907,1.726
2018-10-30,2.65438568,1.657
2018-10-31,2.469821965,1.566
2018-11-01,2.368078403,1.491
2018-11-02,2.241682451,1.415
2018-11-03,2.055961411,1.321
2018-11-04,1.991536508,1.256
2018-11-05,1.961635143,1.215
2018-11-06,1.891607961,1.174
2018-11-07,1.88792232,1.153
2018-11-08,3.122344141,1.526
2018-11-09,8.698458062,3.436
2018-11-10,4.676218678,3.11
2018-11-11,3.745506215,2.664
2018-11-12,3.307103295,2.312
2018-11-13,3.012807589,2.051
2018-11-14,2.80435527,1.86
2018-11-15,2.626989728,1.713
2018-11-16,2.530165403,1.612
2018-11-17,2.439759571,1.535
2018-11-18,2.355428785,1.472
2018-11-19,2.310237994,1.428
2018-11-20,2.244827652,1.386
2018-11-21,2.19281447,1.35
2018-11-22,2.1728094,1.326
2018-11-23,2.0945943,1.29
2018-11-24,2.067330512,1.264
2018-11-25,2.098489127,1.261
2018-11-26,2.137437397,1.272
2018-11-27,2.063540811,1.254
2018-11-28,2.048382011,1.241
2018-11-29,1.980167408,1.214
2018-11-30,2.326104719,1.308
2018-12-01,2.49988436,1.407
2018-12-02,2.49988436,1.455
2018-12-03,2.665831033,1.53
2018-12-04,4.153894221,2.028
2018-12-05,3.849774702,2.174
2018-12-06,3.456983871,2.122
2018-12-07,3.250899606,2.033
2018-12-08,3.070889411,1.934
2018-12-09,2.983366222,1.86
2018-12-10,2.926085314,1.806
2018-12-11,2.950066775,1.787
2018-12-12,2.983480638,1.789
2018-12-13,2.883238044,1.758
2018-12-14,2.383341356,1.588
2018-12-15,2.07943656,1.412
2018-12-16,1.954263861,1.288
2018-12-17,1.895293602,1.21
2018-12-18,1.884339662,1.169
2018-12-19,1.862843716,1.142
2018-12-20,1.844930427,1.124
2018-12-21,1.805521192,1.103
2018-12-22,1.812686508,1.095
2018-12-23,1.827017139,1.096
2018-12-24,1.791496261,1.085
2018-12-25,1.718400347,1.057
2018-12-26,1.718400347,1.044
2018-12-27,1.650801355,1.016
2018-12-28,1.549208035,0.971
2018-12-29,1.520376058,0.941
2018-12-30,1.568797582,0.941
2018-12-31,1.546026393,0.934
2019-01-01,1.310973123,0.858
2019-01-02,1.303528634,0.819
2019-01-03,1.275890143,0.791
2019-01-04,1.22061316,0.761
2019-01-05,1.198114899,0.739
2019-01-06,1.152477798,0.714
2019-01-07,1.192974669,0.715
2019-01-08,1.197581084,0.717
2019-01-09,1.174976059,0.711
2019-01-10,1.174976059,0.708
2019-01-11,1.183975364,0.709
2019-01-12,1.192974669,0.713
2019-01-13,1.252858067,0.733
2019-01-14,1.252858067,0.743
2019-01-15,1.248251651,0.746
2019-01-16,1.22061316,0.739
2019-01-17,1.192974669,0.727
2019-01-18,1.179475712,0.717
2019-01-19,1.170476407,0.709
2019-01-20,1.192974669,0.713
2019-01-21,1.120980232,0.692
2019-01-22,1.134479189,0.686
2019-01-23,1.138978841,0.685
2019-01-24,1.179475712,0.697
2019-01-25,1.192974669,0.707
2019-01-26,1.192974669,0.712
2019-01-27,1.188475016,0.713
2019-01-28,1.179475712,0.71
2019-01-29,1.174976059,0.707
2019-01-30,1.15697745,0.7
2019-01-31,1.192974669,0.708
2019-02-01,1.192974669,0.712
2019-02-02,1.152477798,0.701
2019-02-03,1.419080288,0.779
2019-02-04,2.265256187,1.079
2019-02-05,1.765765715,1.069
2019-02-06,1.517479315,0.987
2019-02-07,1.416536242,0.916
2019-02-08,1.416536242,0.882
2019-02-09,1.383575689,0.855
2019-02-10,1.303528634,0.817
2019-02-11,1.303528634,0.799
2019-02-12,1.298922219,0.789
2019-02-13,1.280496558,0.778
2019-02-14,1.271283728,0.77
2019-02-15,1.275890143,0.768
2019-02-16,1.280496558,0.768
2019-02-17,1.234432406,0.754
2019-02-18,1.225219575,0.744
2019-02-19,1.362100575,0.782
2019-02-20,2.085120361,1.025
2019-02-21,1.65978889,1.01
2019-02-22,1.503058876,0.954
2019-02-23,1.421343055,0.902
2019-02-24,1.416536242,0.875
2019-02-25,1.39299299,0.855
2019-02-26,1.39770164,0.847
2019-02-27,1.308237285,0.815
2019-02-28,1.360032438,0.816
2019-03-01,1.378867039,0.822
2019-03-02,1.355323788,0.817
2019-03-03,1.341197837,0.811
2019-03-04,1.341197837,0.808
2019-03-05,1.303528634,0.795
2019-03-06,1.308237285,0.79
2019-03-07,1.303528634,0.786
2019-03-08,1.303528634,0.784
2019-03-09,1.275890143,0.774
2019-03-10,1.192974669,0.744
2019-03-11,1.179475712,0.725
2019-03-12,1.170476407,0.713
2019-03-13,1.098481971,0.685
2019-03-14,1.084983014,0.667
2019-03-15,1.084983014,0.659
2019-03-16,1.152584561,0.676
2019-03-17,1.312945935,0.734
2019-03-18,1.21140033,0.73
2019-03-19,1.192974669,0.723
2019-03-20,1.15697745,0.708
2019-03-21,1.737709387,0.881
2019-03-22,2.073884539,1.069
2019-03-23,1.734489739,1.054
2019-03-24,1.634826837,1.016
2019-03-25,1.531899754,0.966
2019-03-26,1.459797559,0.919
2019-03-27,1.317654585,0.853
2019-03-28,1.211507092,0.788
2019-03-29,1.107481275,0.724
2019-03-30,1.084983014,0.686
2019-03-31,1.084983014,0.668
2019-04-01,1.084983014,0.659
2019-04-02,1.063043923,0.648
2019-04-03,0.992838833,0.621
2019-04-04,0.979675379,0.604
2019-04-05,0.979675379,0.596
2019-04-06,0.979675379,0.592
2019-04-07,0.979675379,0.59
2019-04-08,0.979675379,0.589
2019-04-09,0.928680484,0.573
2019-04-10,1.737858756,0.816
2019-04-11,2.460826892,1.158
2019-04-12,2.020835054,1.186
2019-04-13,1.891279646,1.16
2019-04-14,1.891279646,1.147
2019-04-15,1.825233643,1.12
2019-04-16,1.699454813,1.068
2019-04-17,1.600517809,1.012
2019-04-18,1.531899754,0.964
2019-04-19,1.503058876,0.932
2019-04-20,1.421343055,0.891
2019-04-21,1.345906487,0.848
2019-04-22,1.271497254,0.804
2019-04-23,0.96698217,0.688
2019-04-24,1.034819139,0.653
2019-04-25,1.571673576,0.803
2019-04-26,1.440861109,0.835
2019-04-27,1.386016643,0.833
2019-04-28,1.289709389,0.802
2019-04-29,1.202401025,0.76
2019-04-30,1.374260624,0.793
2019-05-01,1.275890143,0.779
2019-05-02,1.027941378,0.695
2019-05-03,0.877313311,0.608
2019-05-04,0.777681284,0.535
2019-05-05,0.777681284,0.5
2019-05-06,0.777681284,0.483
2019-05-07,0.806704431,0.484
2019-05-08,0.877189218,0.506
2019-05-09,0.877189218,0.517
2019-05-10,0.877189218,0.522
2019-05-11,0.877189218,0.524
2019-05-12,0.877189218,0.525
2019-05-13,0.877189218,0.526
2019-05-14,0.877189218,0.526
2019-05-15,0.877189218,0.526
2019-05-16,0.877189218,0.526
2019-05-17,0.877189218,0.526
2019-05-18,0.877189218,0.526
2019-05-19,0.877189218,0.526
2019-05-20,0.877189218,0.526
2019-05-21,0.877189218,0.526
2019-05-22,0.877189218,0.526
2019-05-23,0.877189218,0.526
2019-05-24,0.877189218,0.526
2019-05-25,0.877189218,0.526
2019-05-26,0.877189218,0.526
2019-05-27,2.121327991,0.912
2019-05-28,3.817540641,1.625
2019-05-29,2.165882217,1.457
2019-05-30,1.489979871,1.166
2019-05-31,1.170476407,0.926
2019-06-01,0.998049581,0.757
2019-06-02,0.831581415,0.624
2019-06-03,0.777681284,0.543
2019-06-04,0.814996759,0.515
2019-06-05,0.877189218,0.521
2019-06-06,0.877189218,0.524
2019-06-07,5.031885111,1.815
2019-06-08,3.081041576,1.832
2019-06-09,2.037156162,1.517
2019-06-10,1.694918008,1.258
2019-06-11,1.276721607,1.004
2019-06-12,0.98429832,0.79
2019-06-13,0.932702555,0.671
2019-06-14,0.835727579,0.583
2019-06-15,1.105509913,0.625
2019-06-16,3.685269895,1.445
2019-06-17,2.064315398,1.338
2019-06-18,1.637319453,1.154
2019-06-19,1.600706763,1.054
2019-06-20,1.364945558,0.932
2019-06-21,1.234432406,0.833
2019-06-22,1.07237873,0.735
2019-06-23,0.928432298,0.643
2019-06-24,0.835727579,0.57
2019-06-25,0.777681284,0.517
2019-06-26,0.781827448,0.492
2019-06-27,6.321072605,2.199
2019-06-28,16.01061283,6.03
2019-06-29,5.857469221,4.729
2019-06-30,4.826381526,3.781
2019-07-01,3.423743239,2.888
2019-07-02,2.765664715,2.253
2019-07-03,2.200384436,1.771
2019-07-04,1.830666309,1.423
2019-07-05,1.474606963,1.145
2019-07-06,2.961464564,1.472
2019-07-07,4.937897798,2.243
2019-07-08,4.696325464,2.54
2019-07-09,4.885047486,2.742
2019-07-10,5.263183454,2.957
2019-07-11,7.056936776,3.618
2019-07-12,5.463590753,3.442
2019-07-13,4.84603679,3.166
2019-07-14,4.555075608,2.942
2019-07-15,4.255893084,2.741
2019-07-16,4.730091129,2.791
2019-07-17,5.103823549,2.931
2019-07-18,4.657860421,2.861
2019-07-19,4.704483785,2.841
2019-07-20,7.926181921,3.831
2019-07-21,16.39736147,6.938
2019-07-22,12.45008604,7.213
2019-07-23,6.177403756,5.399
2019-07-24,4.486997365,3.999
2019-07-25,5.377387324,3.599
2019-07-26,7.498376843,4.065
2019-07-27,6.278073647,3.911
2019-07-28,5.973173828,3.742
2019-07-29,5.874172412,3.63
2019-07-30,4.86696361,3.263
2019-07-31,4.143409338,2.861
2019-08-01,3.717469808,2.535
2019-08-02,3.144475964,2.2
2019-08-03,2.879209759,1.956
2019-08-04,3.045897628,1.89
2019-08-05,2.959181534,1.831
2019-08-06,2.253962342,1.583
2019-08-07,8.070114621,3.269
2019-08-08,6.978053697,3.744
2019-08-09,5.631792299,3.555
2019-08-10,4.067903161,2.979
2019-08-11,2.926177129,2.346
2019-08-12,2.275520996,1.839
2019-08-13,2.520633036,1.67
2019-08-14,2.776423746,1.668
2019-08-15,3.115908889,1.772
2019-08-16,3.717967453,2.009
2019-08-17,3.321210608,2.001
2019-08-18,2.844879476,1.849
2019-08-19,2.530433801,1.678
2019-08-20,1.84720491,1.383
2019-08-21,1.369449739,1.093
2019-08-22,1.76187702,1.074
2019-08-23,1.813180338,1.081
2019-08-24,1.350811463,0.941
2019-08-25,1.175082822,0.819
2019-08-26,1.054268287,0.723
2019-08-27,3.304920327,1.375
2019-08-28,3.262381233,1.676
2019-08-29,2.27543645,1.515
2019-08-30,2.13701753,1.395
2019-08-31,1.679937705,1.195
2019-09-01,1.440570307,1.024
2019-09-02,1.383575689,0.924
2019-09-03,2.42526795,1.199
2019-09-04,2.9702429,1.501
2019-09-05,3.806978724,1.906
2019-09-06,14.90767481,5.547
2019-09-07,5.924786026,4.517
2019-09-08,4.052258048,3.438
2019-09-09,3.493151142,2.744
2019-09-10,3.092705764,2.284
2019-09-11,3.070306459,2.055
2019-09-12,3.228176055,1.994
2019-09-13,2.714729289,1.805
2019-09-14,2.253582799,1.571
2019-09-15,2.031411901,1.389
2019-09-16,1.724504918,1.206
2019-09-17,1.551504913,1.064
2019-09-18,1.383575689,0.943
2019-09-19,1.947071658,1.06
2019-09-20,2.771147209,1.372
2019-09-21,3.413580487,1.722
2019-09-22,10.80429699,4.184
2019-09-23,12.46767868,5.889
2019-09-24,7.369712182,5.13
2019-09-25,5.828537024,4.285
2019-09-26,5.095642881,3.65
2019-09-27,4.587098845,3.186
2019-09-28,4.274871454,2.865
2019-09-29,4.036670861,2.636
2019-09-30,3.820507811,2.458
2019-10-01,3.655716327,2.321
2019-10-02,6.067525532,3.004
2019-10-03,67.55145844,22.414
2019-10-04,17.37529844,16.213
2019-10-05,10.70206394,11.148
2019-10-06,7.933076348,7.844
2019-10-07,6.626742199,5.843
2019-10-08,6.15462819,4.731
2019-10-09,5.06285856,3.855
2019-10-10,4.510118609,3.261
2019-10-11,4.180672329,2.872
2019-10-12,3.054325116,2.334
2019-10-13,2.536359748,1.914
2019-10-14,2.280305663,1.632
2019-10-15,1.817111453,1.352
2019-10-16,1.659515527,1.168
2019-10-17,1.580912651,1.054
2019-10-18,1.577914548,0.999
2019-10-19,1.479024811,0.941
2019-10-20,1.285102973,0.853
2019-10-21,1.17058317,0.775
2019-10-22,1.084983014,0.711
2019-10-23,1.001614469,0.654
2019-10-24,0.954419585,0.612
2019-10-25,0.894394338,0.573
2019-10-26,0.802558267,0.526
2019-10-27,0.74957952,0.487
2019-10-28,0.677598711,0.445
2019-10-29,0.807342093,0.465
2019-10-30,0.915621528,0.509
2019-10-31,0.889999988,0.522
2019-11-01,0.860604562,0.519
2019-11-02,0.839873743,0.511
2019-11-03,0.831581415,0.505
2019-11-04,0.844019907,0.506
2019-11-05,0.717463219,0.467
2019-11-06,0.59344792,0.41
2019-11-07,0.403426079,0.323
2019-11-08,0.332441953,0.259
2019-11-09,0.297457066,0.217
2019-11-10,0.278374401,0.191
2019-11-11,0.442940492,0.23
2019-11-12,0.41410488,0.24
2019-11-13,0.332441953,0.219
2019-11-14,0.339202346,0.211
2019-11-15,0.287915734,0.191
2019-11-16,0.405819375,0.218
2019-11-17,1.253286502,0.494
2019-11-18,6.520709173,2.262
2019-11-19,4.66880459,2.541
2019-11-20,4.018572202,2.474
2019-11-21,3.704435542,2.344
2019-11-22,3.565172057,2.238
2019-11-23,3.427284468,2.144
2019-11-24,3.349804743,2.075
2019-11-25,3.21415835,1.999
2019-11-26,3.079893231,1.921
2019-11-27,3.085727985,1.885
2019-11-28,3.056755881,1.859
2019-11-29,2.981777964,1.823
2019-11-30,2.935637708,1.791
2019-12-01,2.964475368,1.785
2019-12-02,3.202554617,1.856
2019-12-03,3.152065418,1.874
2019-12-04,2.918541369,1.81
2019-12-05,2.776353372,1.735
2019-12-06,2.759890397,1.694
2019-12-07,2.663785254,1.644
2019-12-08,2.547250587,1.584
2019-12-09,2.519840625,1.547
2019-12-10,2.453832198,1.508
2019-12-11,2.541620349,1.517
2019-12-12,2.552659043,1.525
2019-12-13,2.486574735,1.508
2019-12-14,2.442715668,1.486
2019-12-15,2.464645201,1.482
2019-12-16,2.453680435,1.477
2019-12-17,2.475609968,1.481
2019-12-18,2.503021884,1.492
2019-12-19,2.415303752,1.47
2019-12-20,2.377230595,1.447
2019-12-21,2.269100559,1.403
2019-12-22,2.263772029,1.38
2019-12-23,2.269100559,1.37
2019-12-24,2.146544366,1.328
2019-12-25,2.157201426,1.311
2019-12-26,2.199829667,1.316
2019-12-27,2.253114969,1.335
2019-12-28,2.135967519,1.307
2019-12-29,2.036249502,1.263
2019-12-30,2.367412411,1.344
2019-12-31,2.541842131,1.438
